"Date/Time","PointId Name","Point Name","Value","Units",
"2022-02-12 00:00:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 00:05:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 00:10:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 00:15:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 00:20:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 00:25:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 00:30:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 00:35:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 00:40:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 00:45:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 00:50:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 00:55:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 01:00:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 01:05:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 01:10:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 01:15:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 01:20:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 01:25:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 01:30:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 01:35:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 01:40:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 01:45:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 01:50:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 01:55:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 02:00:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 02:05:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
"2022-02-12 02:10:00","1129147_11_0_0","Load Power (p83106)","0.0","kW",
